id,origin_base,origin_location,origin_code,departure_date,departure_time,destination_base,destination_location,destination_code,status,base_price
319,Italy,Venice,VCE,24/11/2024,13:30,London,Heathrow,LHR,DELAYED,210
320,Italy,Florence,FLR,24/11/2024,06:00,London,Heathrow,LHR,ONTIME,205
321,London,Heathrow,LHR,24/11/2024,12:00,Italy,Naples,NAP,ONTIME,230
322,London,Heathrow,LHR,24/11/2024,15:00,Italy,Naples,NAP,ONTIME,230
323,Italy,Naples,NAP,24/11/2024,06:00,London,Heathrow,LHR,DELAYED,230
324,Italy,Naples,NAP,24/11/2024,07:30,London,Heathrow,LHR,ONTIME,230
325,Italy,Rome,FCO,24/11/2024,12:00,London,Gatwick,LGW,ONTIME,200
326,Italy,Rome,FCO,24/11/2024,13:30,London,Gatwick,LGW,DELAYED,200
327,London,Gatwick,LGW,24/11/2024,13:30,Italy,Venice,VCE,DELAYED,195
328,London,Gatwick,LGW,24/11/2024,16:30,Italy,Venice,VCE,ONTIME,195
329,London,Gatwick,LGW,24/11/2024,19:30,Italy,Venice,VCE,ONTIME,195
330,Italy,Venice,VCE,24/11/2024,06:00,London,Gatwick,LGW,ONTIME,195
331,Italy,Venice,VCE,24/11/2024,10:30,London,Gatwick,LGW,ONTIME,195
332,London,Gatwick,LGW,24/11/2024,07:30,Italy,Florence,FLR,ONTIME,185
333,Italy,Naples,NAP,24/11/2024,10:30,London,Gatwick,LGW,ONTIME,210
334,Italy,Naples,NAP,24/11/2024,12:00,London,Gatwick,LGW,ONTIME,210
335,London,Stansted,STN,24/11/2024,15:00,Italy,Rome,FCO,ONTIME,180
336,London,Stansted,STN,24/11/2024,19:30,Italy,Rome,FCO,ONTIME,180
337,London,Stansted,STN,24/11/2024,21:00,Italy,Rome,FCO,ONTIME,180
338,Italy,Rome,FCO,24/11/2024,07:30,London,Stansted,STN,DELAYED,180
339,London,Stansted,STN,24/11/2024,06:00,Italy,Milan,MXP,ONTIME,175
340,London,Stansted,STN,24/11/2024,10:30,Italy,Milan,MXP,ONTIME,175
341,London,Stansted,STN,24/11/2024,21:00,Italy,Milan,MXP,DELAYED,175
342,Italy,Milan,MXP,24/11/2024,06:00,London,Stansted,STN,ONTIME,175
343,Italy,Milan,MXP,24/11/2024,13:30,London,Stansted,STN,DELAYED,175
344,Italy,Milan,MXP,24/11/2024,15:00,London,Stansted,STN,ONTIME,175
345,Italy,Venice,VCE,24/11/2024,06:00,London,Stansted,STN,ONTIME,180
346,Italy,Venice,VCE,24/11/2024,12:00,London,Stansted,STN,ONTIME,180
347,Italy,Venice,VCE,24/11/2024,18:00,London,Stansted,STN,ONTIME,180
348,London,Stansted,STN,24/11/2024,10:30,Italy,Florence,FLR,ONTIME,170
349,London,Stansted,STN,24/11/2024,13:30,Italy,Florence,FLR,ONTIME,170
350,London,Stansted,STN,24/11/2024,07:30,Italy,Naples,NAP,DELAYED,190
351,London,Stansted,STN,24/11/2024,13:30,Italy,Naples,NAP,DELAYED,190
352,Italy,Naples,NAP,24/11/2024,10:30,London,Stansted,STN,ONTIME,190
353,Italy,Naples,NAP,24/11/2024,12:00,London,Stansted,STN,DELAYED,190
354,London,Luton,LTN,24/11/2024,06:00,Italy,Rome,FCO,ONTIME,175
355,Italy,Rome,FCO,24/11/2024,09:00,London,Luton,LTN,ONTIME,175
356,Italy,Rome,FCO,24/11/2024,19:30,London,Luton,LTN,ONTIME,175
357,London,Luton,LTN,24/11/2024,10:30,Italy,Milan,MXP,ONTIME,170
358,London,Luton,LTN,24/11/2024,12:00,Italy,Milan,MXP,ONTIME,170
359,London,Luton,LTN,24/11/2024,19:30,Italy,Milan,MXP,DELAYED,170
360,London,Luton,LTN,24/11/2024,09:00,Italy,Florence,FLR,DELAYED,165
361,London,Luton,LTN,24/11/2024,21:00,Italy,Florence,FLR,DELAYED,165
362,Italy,Naples,NAP,24/11/2024,13:30,London,Luton,LTN,ONTIME,185
363,Italy,Rome,FCO,24/11/2024,06:00,London,London City,LCY,ONTIME,250
364,London,London City,LCY,24/11/2024,10:30,Italy,Milan,MXP,ONTIME,240
365,London,London City,LCY,24/11/2024,13:30,Italy,Milan,MXP,ONTIME,240
366,Italy,Milan,MXP,24/11/2024,12:00,London,London City,LCY,ONTIME,240
367,Italy,Milan,MXP,24/11/2024,16:30,London,London City,LCY,ONTIME,240
368,Italy,Venice,VCE,24/11/2024,07:30,London,London City,LCY,DELAYED,245
369,Italy,Venice,VCE,24/11/2024,09:00,London,London City,LCY,ONTIME,245
370,London,London City,LCY,24/11/2024,07:30,Italy,Florence,FLR,DELAYED,235
371,Italy,Florence,FLR,24/11/2024,13:30,London,London City,LCY,ONTIME,235
372,Italy,Florence,FLR,24/11/2024,15:00,London,London City,LCY,ONTIME,235
373,London,London City,LCY,24/11/2024,12:00,Italy,Naples,NAP,DELAYED,260
374,London,London City,LCY,24/11/2024,13:30,Italy,Naples,NAP,ONTIME,260
375,London,London City,LCY,24/11/2024,21:00,Italy,Naples,NAP,ONTIME,260
376,Italy,Naples,NAP,24/11/2024,13:30,London,London City,LCY,ONTIME,260
377,Italy,Rome,FCO,25/11/2024,06:00,London,Heathrow,LHR,DELAYED,220
378,Italy,Rome,FCO,25/11/2024,13:30,London,Heathrow,LHR,ONTIME,220
379,Italy,Rome,FCO,25/11/2024,18:00,London,Heathrow,LHR,ONTIME,220
380,London,Heathrow,LHR,25/11/2024,09:00,Italy,Venice,VCE,ONTIME,210
381,Italy,Venice,VCE,25/11/2024,10:30,London,Heathrow,LHR,DELAYED,210
382,Italy,Venice,VCE,25/11/2024,12:00,London,Heathrow,LHR,ONTIME,210
383,London,Heathrow,LHR,25/11/2024,06:00,Italy,Florence,FLR,ONTIME,205
384,London,Heathrow,LHR,25/11/2024,09:00,Italy,Florence,FLR,DELAYED,205
385,London,Heathrow,LHR,25/11/2024,16:30,Italy,Florence,FLR,ONTIME,205
386,Italy,Florence,FLR,25/11/2024,10:30,London,Heathrow,LHR,ONTIME,205
387,London,Heathrow,LHR,25/11/2024,09:00,Italy,Naples,NAP,ONTIME,230
388,London,Heathrow,LHR,25/11/2024,15:00,Italy,Naples,NAP,DELAYED,230
389,Italy,Naples,NAP,25/11/2024,09:00,London,Heathrow,LHR,ONTIME,230
390,Italy,Naples,NAP,25/11/2024,13:30,London,Heathrow,LHR,ONTIME,230
391,London,Gatwick,LGW,25/11/2024,21:00,Italy,Rome,FCO,DELAYED,200
392,London,Gatwick,LGW,25/11/2024,13:30,Italy,Milan,MXP,ONTIME,190
393,Italy,Milan,MXP,25/11/2024,09:00,London,Gatwick,LGW,ONTIME,190
394,Italy,Milan,MXP,25/11/2024,12:00,London,Gatwick,LGW,ONTIME,190
395,Italy,Milan,MXP,25/11/2024,15:00,London,Gatwick,LGW,DELAYED,190
396,London,Gatwick,LGW,25/11/2024,13:30,Italy,Venice,VCE,ONTIME,195
397,London,Gatwick,LGW,25/11/2024,18:00,Italy,Venice,VCE,ONTIME,195
398,Italy,Florence,FLR,25/11/2024,12:00,London,Gatwick,LGW,ONTIME,185
399,Italy,Florence,FLR,25/11/2024,15:00,London,Gatwick,LGW,ONTIME,185
400,London,Gatwick,LGW,25/11/2024,12:00,Italy,Naples,NAP,DELAYED,210
401,London,Gatwick,LGW,25/11/2024,15:00,Italy,Naples,NAP,DELAYED,210
402,London,Gatwick,LGW,25/11/2024,19:30,Italy,Naples,NAP,ONTIME,210
403,Italy,Naples,NAP,25/11/2024,12:00,London,Gatwick,LGW,ONTIME,210
404,Italy,Naples,NAP,25/11/2024,16:30,London,Gatwick,LGW,DELAYED,210
405,Italy,Naples,NAP,25/11/2024,21:00,London,Gatwick,LGW,ONTIME,210
406,London,Stansted,STN,25/11/2024,09:00,Italy,Rome,FCO,ONTIME,180
407,London,Stansted,STN,25/11/2024,15:00,Italy,Rome,FCO,ONTIME,180
408,Italy,Rome,FCO,25/11/2024,12:00,London,Stansted,STN,ONTIME,180
409,Italy,Rome,FCO,25/11/2024,21:00,London,Stansted,STN,ONTIME,180
410,Italy,Milan,MXP,25/11/2024,06:00,London,Stansted,STN,ONTIME,175
411,Italy,Milan,MXP,25/11/2024,21:00,London,Stansted,STN,DELAYED,175
412,Italy,Venice,VCE,25/11/2024,12:00,London,Stansted,STN,DELAYED,180
413,Italy,Venice,VCE,25/11/2024,16:30,London,Stansted,STN,DELAYED,180
414,London,Stansted,STN,25/11/2024,06:00,Italy,Florence,FLR,ONTIME,170
415,London,Stansted,STN,25/11/2024,18:00,Italy,Florence,FLR,DELAYED,170
416,London,Stansted,STN,25/11/2024,09:00,Italy,Naples,NAP,ONTIME,190
417,London,Stansted,STN,25/11/2024,12:00,Italy,Naples,NAP,ONTIME,190
418,London,Stansted,STN,25/11/2024,18:00,Italy,Naples,NAP,DELAYED,190
419,London,Luton,LTN,25/11/2024,09:00,Italy,Rome,FCO,ONTIME,175
420,London,Luton,LTN,25/11/2024,16:30,Italy,Rome,FCO,DELAYED,175
421,Italy,Rome,FCO,25/11/2024,10:30,London,Luton,LTN,ONTIME,175
422,Italy,Rome,FCO,25/11/2024,16:30,London,Luton,LTN,ONTIME,175
423,London,Luton,LTN,25/11/2024,07:30,Italy,Venice,VCE,ONTIME,175
424,London,Luton,LTN,25/11/2024,12:00,Italy,Venice,VCE,ONTIME,175
425,London,Luton,LTN,25/11/2024,19:30,Italy,Venice,VCE,DELAYED,175
426,Italy,Venice,VCE,25/11/2024,09:00,London,Luton,LTN,ONTIME,175
427,Italy,Venice,VCE,25/11/2024,18:00,London,Luton,LTN,ONTIME,175
428,Italy,Venice,VCE,25/11/2024,21:00,London,Luton,LTN,ONTIME,175
429,London,Luton,LTN,25/11/2024,19:30,Italy,Florence,FLR,ONTIME,165
430,Italy,Florence,FLR,25/11/2024,07:30,London,Luton,LTN,ONTIME,165
431,Italy,Florence,FLR,25/11/2024,13:30,London,Luton,LTN,ONTIME,165
432,London,Luton,LTN,25/11/2024,13:30,Italy,Naples,NAP,ONTIME,185
433,London,Luton,LTN,25/11/2024,15:00,Italy,Naples,NAP,ONTIME,185
434,London,Luton,LTN,25/11/2024,18:00,Italy,Naples,NAP,ONTIME,185
435,London,London City,LCY,25/11/2024,06:00,Italy,Rome,FCO,ONTIME,250
436,London,London City,LCY,25/11/2024,10:30,Italy,Rome,FCO,ONTIME,250
437,London,London City,LCY,25/11/2024,18:00,Italy,Rome,FCO,ONTIME,250
438,London,London City,LCY,25/11/2024,19:30,Italy,Milan,MXP,DELAYED,240
439,Italy,Milan,MXP,25/11/2024,10:30,London,London City,LCY,ONTIME,240
440,Italy,Milan,MXP,25/11/2024,13:30,London,London City,LCY,DELAYED,240
441,Italy,Milan,MXP,25/11/2024,15:00,London,London City,LCY,ONTIME,240
442,London,London City,LCY,25/11/2024,12:00,Italy,Venice,VCE,ONTIME,245
443,London,London City,LCY,25/11/2024,13:30,Italy,Venice,VCE,DELAYED,245
444,London,London City,LCY,25/11/2024,15:00,Italy,Venice,VCE,ONTIME,245
445,Italy,Venice,VCE,25/11/2024,15:00,London,London City,LCY,DELAYED,245
446,London,London City,LCY,25/11/2024,10:30,Italy,Florence,FLR,ONTIME,235
447,London,London City,LCY,25/11/2024,16:30,Italy,Florence,FLR,ONTIME,235
448,London,London City,LCY,25/11/2024,19:30,Italy,Florence,FLR,ONTIME,235
449,Italy,Florence,FLR,25/11/2024,07:30,London,London City,LCY,DELAYED,235
450,Italy,Florence,FLR,25/11/2024,15:00,London,London City,LCY,ONTIME,235
451,Italy,Florence,FLR,25/11/2024,16:30,London,London City,LCY,ONTIME,235
452,London,London City,LCY,25/11/2024,12:00,Italy,Naples,NAP,DELAYED,260
453,London,London City,LCY,25/11/2024,19:30,Italy,Naples,NAP,DELAYED,260
454,Italy,Naples,NAP,25/11/2024,06:00,London,London City,LCY,ONTIME,260
455,Italy,Naples,NAP,25/11/2024,07:30,London,London City,LCY,ONTIME,260
456,Italy,Naples,NAP,25/11/2024,13:30,London,London City,LCY,ONTIME,260
457,London,Heathrow,LHR,26/11/2024,10:30,Italy,Rome,FCO,ONTIME,220
458,London,Heathrow,LHR,26/11/2024,18:00,Italy,Rome,FCO,DELAYED,220
459,Italy,Rome,FCO,26/11/2024,12:00,London,Heathrow,LHR,ONTIME,220
460,Italy,Rome,FCO,26/11/2024,13:30,London,Heathrow,LHR,ONTIME,220
461,Italy,Rome,FCO,26/11/2024,19:30,London,Heathrow,LHR,ONTIME,220
462,London,Heathrow,LHR,26/11/2024,06:00,Italy,Milan,MXP,ONTIME,200
463,Italy,Milan,MXP,26/11/2024,13:30,London,Heathrow,LHR,ONTIME,200
464,Italy,Venice,VCE,26/11/2024,06:00,London,Heathrow,LHR,DELAYED,210
465,Italy,Venice,VCE,26/11/2024,18:00,London,Heathrow,LHR,ONTIME,210
466,Italy,Venice,VCE,26/11/2024,21:00,London,Heathrow,LHR,ONTIME,210
467,London,Heathrow,LHR,26/11/2024,06:00,Italy,Florence,FLR,ONTIME,205
468,London,Heathrow,LHR,26/11/2024,07:30,Italy,Florence,FLR,ONTIME,205
469,London,Heathrow,LHR,26/11/2024,06:00,Italy,Naples,NAP,ONTIME,230
470,London,Heathrow,LHR,26/11/2024,09:00,Italy,Naples,NAP,DELAYED,230
471,London,Gatwick,LGW,26/11/2024,16:30,Italy,Rome,FCO,ONTIME,200
472,London,Gatwick,LGW,26/11/2024,19:30,Italy,Rome,FCO,ONTIME,200
473,London,Gatwick,LGW,26/11/2024,21:00,Italy,Rome,FCO,ONTIME,200
474,Italy,Rome,FCO,26/11/2024,21:00,London,Gatwick,LGW,DELAYED,200
475,London,Gatwick,LGW,26/11/2024,07:30,Italy,Milan,MXP,ONTIME,190
476,Italy,Milan,MXP,26/11/2024,06:00,London,Gatwick,LGW,ONTIME,190
477,Italy,Milan,MXP,26/11/2024,12:00,London,Gatwick,LGW,ONTIME,190
478,Italy,Milan,MXP,26/11/2024,16:30,London,Gatwick,LGW,ONTIME,190
479,Italy,Venice,VCE,26/11/2024,06:00,London,Gatwick,LGW,ONTIME,195
480,Italy,Venice,VCE,26/11/2024,12:00,London,Gatwick,LGW,ONTIME,195
481,London,Gatwick,LGW,26/11/2024,16:30,Italy,Florence,FLR,ONTIME,185
482,London,Gatwick,LGW,26/11/2024,21:00,Italy,Florence,FLR,ONTIME,185
483,Italy,Florence,FLR,26/11/2024,13:30,London,Gatwick,LGW,ONTIME,185
484,London,Gatwick,LGW,26/11/2024,07:30,Italy,Naples,NAP,ONTIME,210
485,London,Gatwick,LGW,26/11/2024,21:00,Italy,Naples,NAP,DELAYED,210
486,London,Stansted,STN,26/11/2024,09:00,Italy,Rome,FCO,ONTIME,180
487,London,Stansted,STN,26/11/2024,10:30,Italy,Rome,FCO,ONTIME,180
488,London,Stansted,STN,26/11/2024,15:00,Italy,Rome,FCO,ONTIME,180
489,Italy,Rome,FCO,26/11/2024,12:00,London,Stansted,STN,ONTIME,180
490,London,Stansted,STN,26/11/2024,09:00,Italy,Milan,MXP,ONTIME,175
491,Italy,Milan,MXP,26/11/2024,06:00,London,Stansted,STN,ONTIME,175
492,Italy,Milan,MXP,26/11/2024,07:30,London,Stansted,STN,DELAYED,175
493,Italy,Milan,MXP,26/11/2024,19:30,London,Stansted,STN,ONTIME,175
494,London,Stansted,STN,26/11/2024,07:30,Italy,Venice,VCE,ONTIME,180
495,London,Stansted,STN,26/11/2024,16:30,Italy,Venice,VCE,ONTIME,180
496,London,Stansted,STN,26/11/2024,18:00,Italy,Venice,VCE,ONTIME,180
497,Italy,Venice,VCE,26/11/2024,07:30,London,Stansted,STN,ONTIME,180
498,London,Stansted,STN,26/11/2024,06:00,Italy,Florence,FLR,ONTIME,170
499,London,Stansted,STN,26/11/2024,18:00,Italy,Florence,FLR,ONTIME,170
500,London,Stansted,STN,26/11/2024,21:00,Italy,Florence,FLR,ONTIME,170
501,London,Stansted,STN,26/11/2024,12:00,Italy,Naples,NAP,ONTIME,190
502,London,Stansted,STN,26/11/2024,18:00,Italy,Naples,NAP,DELAYED,190
503,London,Stansted,STN,26/11/2024,21:00,Italy,Naples,NAP,ONTIME,190
504,Italy,Naples,NAP,26/11/2024,18:00,London,Stansted,STN,ONTIME,190
505,Italy,Rome,FCO,26/11/2024,18:00,London,Luton,LTN,ONTIME,175
506,London,Luton,LTN,26/11/2024,10:30,Italy,Milan,MXP,ONTIME,170
507,London,Luton,LTN,26/11/2024,12:00,Italy,Milan,MXP,ONTIME,170
508,London,Luton,LTN,26/11/2024,21:00,Italy,Milan,MXP,ONTIME,170
509,Italy,Milan,MXP,26/11/2024,06:00,London,Luton,LTN,ONTIME,170
510,Italy,Milan,MXP,26/11/2024,18:00,London,Luton,LTN,ONTIME,170
511,Italy,Milan,MXP,26/11/2024,21:00,London,Luton,LTN,ONTIME,170
512,London,Luton,LTN,26/11/2024,09:00,Italy,Venice,VCE,ONTIME,175
513,Italy,Venice,VCE,26/11/2024,09:00,London,Luton,LTN,DELAYED,175
514,London,Luton,LTN,26/11/2024,16:30,Italy,Florence,FLR,ONTIME,165
515,Italy,Florence,FLR,26/11/2024,09:00,London,Luton,LTN,DELAYED,165
516,Italy,Florence,FLR,26/11/2024,15:00,London,Luton,LTN,ONTIME,165
517,London,Luton,LTN,26/11/2024,13:30,Italy,Naples,NAP,DELAYED,185
518,London,Luton,LTN,26/11/2024,15:00,Italy,Naples,NAP,ONTIME,185
519,London,Luton,LTN,26/11/2024,16:30,Italy,Naples,NAP,ONTIME,185
520,Italy,Naples,NAP,26/11/2024,06:00,London,Luton,LTN,DELAYED,185
521,Italy,Rome,FCO,26/11/2024,07:30,London,London City,LCY,ONTIME,250
522,Italy,Rome,FCO,26/11/2024,09:00,London,London City,LCY,ONTIME,250
523,London,London City,LCY,26/11/2024,06:00,Italy,Milan,MXP,ONTIME,240
524,London,London City,LCY,26/11/2024,15:00,Italy,Milan,MXP,ONTIME,240
525,Italy,Milan,MXP,26/11/2024,12:00,London,London City,LCY,ONTIME,240
526,Italy,Milan,MXP,26/11/2024,18:00,London,London City,LCY,ONTIME,240
527,London,London City,LCY,26/11/2024,12:00,Italy,Venice,VCE,ONTIME,245
528,Italy,Venice,VCE,26/11/2024,06:00,London,London City,LCY,ONTIME,245
529,Italy,Venice,VCE,26/11/2024,15:00,London,London City,LCY,ONTIME,245
530,Italy,Florence,FLR,26/11/2024,21:00,London,London City,LCY,ONTIME,235
531,London,London City,LCY,26/11/2024,16:30,Italy,Naples,NAP,DELAYED,260
532,London,London City,LCY,26/11/2024,18:00,Italy,Naples,NAP,ONTIME,260
533,Italy,Naples,NAP,26/11/2024,15:00,London,London City,LCY,ONTIME,260
534,Italy,Naples,NAP,26/11/2024,16:30,London,London City,LCY,ONTIME,260
535,Italy,Naples,NAP,26/11/2024,21:00,London,London City,LCY,ONTIME,260
536,Italy,Rome,FCO,27/11/2024,06:00,London,Heathrow,LHR,ONTIME,220
537,London,Heathrow,LHR,27/11/2024,07:30,Italy,Milan,MXP,ONTIME,200
538,Italy,Milan,MXP,27/11/2024,10:30,London,Heathrow,LHR,ONTIME,200
539,London,Heathrow,LHR,27/11/2024,07:30,Italy,Venice,VCE,ONTIME,210
540,London,Heathrow,LHR,27/11/2024,13:30,Italy,Venice,VCE,ONTIME,210
541,London,Heathrow,LHR,27/11/2024,21:00,Italy,Venice,VCE,ONTIME,210
542,Italy,Venice,VCE,27/11/2024,10:30,London,Heathrow,LHR,DELAYED,210
543,Italy,Venice,VCE,27/11/2024,19:30,London,Heathrow,LHR,ONTIME,210
544,London,Heathrow,LHR,27/11/2024,06:00,Italy,Florence,FLR,ONTIME,205
545,London,Heathrow,LHR,27/11/2024,09:00,Italy,Florence,FLR,ONTIME,205
546,Italy,Florence,FLR,27/11/2024,06:00,London,Heathrow,LHR,ONTIME,205
547,Italy,Florence,FLR,27/11/2024,18:00,London,Heathrow,LHR,ONTIME,205
548,Italy,Florence,FLR,27/11/2024,19:30,London,Heathrow,LHR,ONTIME,205
549,Italy,Rome,FCO,27/11/2024,09:00,London,Gatwick,LGW,DELAYED,200
550,Italy,Rome,FCO,27/11/2024,10:30,London,Gatwick,LGW,DELAYED,200
551,Italy,Rome,FCO,27/11/2024,16:30,London,Gatwick,LGW,ONTIME,200
552,London,Gatwick,LGW,27/11/2024,19:30,Italy,Milan,MXP,ONTIME,190
553,London,Gatwick,LGW,27/11/2024,21:00,Italy,Milan,MXP,DELAYED,190
554,Italy,Milan,MXP,27/11/2024,13:30,London,Gatwick,LGW,ONTIME,190
555,London,Gatwick,LGW,27/11/2024,09:00,Italy,Venice,VCE,ONTIME,195
556,London,Gatwick,LGW,27/11/2024,21:00,Italy,Venice,VCE,DELAYED,195
557,Italy,Venice,VCE,27/11/2024,09:00,London,Gatwick,LGW,ONTIME,195
558,Italy,Venice,VCE,27/11/2024,10:30,London,Gatwick,LGW,ONTIME,195
559,Italy,Venice,VCE,27/11/2024,16:30,London,Gatwick,LGW,DELAYED,195
560,Italy,Florence,FLR,27/11/2024,09:00,London,Gatwick,LGW,ONTIME,185
561,London,Gatwick,LGW,27/11/2024,10:30,Italy,Naples,NAP,DELAYED,210
562,London,Gatwick,LGW,27/11/2024,13:30,Italy,Naples,NAP,ONTIME,210
563,London,Gatwick,LGW,27/11/2024,18:00,Italy,Naples,NAP,ONTIME,210
564,Italy,Naples,NAP,27/11/2024,09:00,London,Gatwick,LGW,ONTIME,210
565,Italy,Naples,NAP,27/11/2024,21:00,London,Gatwick,LGW,ONTIME,210
566,London,Stansted,STN,27/11/2024,07:30,Italy,Rome,FCO,ONTIME,180
567,Italy,Rome,FCO,27/11/2024,09:00,London,Stansted,STN,ONTIME,180
568,London,Stansted,STN,27/11/2024,19:30,Italy,Milan,MXP,DELAYED,175
569,Italy,Milan,MXP,27/11/2024,10:30,London,Stansted,STN,ONTIME,175
570,London,Stansted,STN,27/11/2024,07:30,Italy,Venice,VCE,ONTIME,180
571,London,Stansted,STN,27/11/2024,10:30,Italy,Venice,VCE,ONTIME,180
572,London,Stansted,STN,27/11/2024,12:00,Italy,Venice,VCE,ONTIME,180
573,Italy,Venice,VCE,27/11/2024,12:00,London,Stansted,STN,ONTIME,180
574,London,Stansted,STN,27/11/2024,12:00,Italy,Florence,FLR,ONTIME,170
575,London,Stansted,STN,27/11/2024,19:30,Italy,Florence,FLR,ONTIME,170
576,Italy,Florence,FLR,27/11/2024,12:00,London,Stansted,STN,DELAYED,170
577,Italy,Florence,FLR,27/11/2024,21:00,London,Stansted,STN,ONTIME,170
578,London,Stansted,STN,27/11/2024,10:30,Italy,Naples,NAP,ONTIME,190
579,Italy,Naples,NAP,27/11/2024,15:00,London,Stansted,STN,ONTIME,190
580,Italy,Naples,NAP,27/11/2024,19:30,London,Stansted,STN,DELAYED,190
581,London,Luton,LTN,27/11/2024,10:30,Italy,Rome,FCO,ONTIME,175
582,London,Luton,LTN,27/11/2024,18:00,Italy,Rome,FCO,ONTIME,175
583,Italy,Rome,FCO,27/11/2024,10:30,London,Luton,LTN,ONTIME,175
584,Italy,Rome,FCO,27/11/2024,16:30,London,Luton,LTN,ONTIME,175
585,Italy,Rome,FCO,27/11/2024,21:00,London,Luton,LTN,ONTIME,175
586,London,Luton,LTN,27/11/2024,06:00,Italy,Milan,MXP,ONTIME,170
587,Italy,Milan,MXP,27/11/2024,12:00,London,Luton,LTN,DELAYED,170
588,Italy,Milan,MXP,27/11/2024,13:30,London,Luton,LTN,ONTIME,170
589,Italy,Venice,VCE,27/11/2024,16:30,London,Luton,LTN,ONTIME,175
590,London,Luton,LTN,27/11/2024,09:00,Italy,Florence,FLR,ONTIME,165
591,London,Luton,LTN,27/11/2024,10:30,Italy,Naples,NAP,ONTIME,185
592,London,Luton,LTN,27/11/2024,15:00,Italy,Naples,NAP,ONTIME,185
593,Italy,Naples,NAP,27/11/2024,06:00,London,Luton,LTN,ONTIME,185
594,Italy,Naples,NAP,27/11/2024,19:30,London,Luton,LTN,ONTIME,185
595,London,London City,LCY,27/11/2024,10:30,Italy,Rome,FCO,ONTIME,250
596,London,London City,LCY,27/11/2024,12:00,Italy,Rome,FCO,ONTIME,250
597,Italy,Rome,FCO,27/11/2024,06:00,London,London City,LCY,ONTIME,250
598,London,London City,LCY,27/11/2024,15:00,Italy,Milan,MXP,DELAYED,240
599,London,London City,LCY,27/11/2024,16:30,Italy,Milan,MXP,ONTIME,240
600,Italy,Milan,MXP,27/11/2024,09:00,London,London City,LCY,ONTIME,240
601,Italy,Milan,MXP,27/11/2024,12:00,London,London City,LCY,ONTIME,240
602,London,London City,LCY,27/11/2024,18:00,Italy,Venice,VCE,DELAYED,245
603,Italy,Venice,VCE,27/11/2024,13:30,London,London City,LCY,ONTIME,245
604,Italy,Venice,VCE,27/11/2024,21:00,London,London City,LCY,ONTIME,245
605,Italy,Florence,FLR,27/11/2024,13:30,London,London City,LCY,DELAYED,235
606,Italy,Florence,FLR,27/11/2024,21:00,London,London City,LCY,ONTIME,235
607,London,London City,LCY,27/11/2024,13:30,Italy,Naples,NAP,ONTIME,260
608,Italy,Naples,NAP,27/11/2024,18:00,London,London City,LCY,ONTIME,260
609,Italy,Naples,NAP,27/11/2024,19:30,London,London City,LCY,ONTIME,260
610,Italy,Naples,NAP,27/11/2024,21:00,London,London City,LCY,ONTIME,260
611,London,Heathrow,LHR,28/11/2024,15:00,Italy,Rome,FCO,DELAYED,220
612,Italy,Rome,FCO,28/11/2024,06:00,London,Heathrow,LHR,ONTIME,220
613,Italy,Rome,FCO,28/11/2024,12:00,London,Heathrow,LHR,DELAYED,220
614,Italy,Rome,FCO,28/11/2024,13:30,London,Heathrow,LHR,ONTIME,220
615,Italy,Venice,VCE,28/11/2024,07:30,London,Heathrow,LHR,ONTIME,210
616,London,Heathrow,LHR,28/11/2024,09:00,Italy,Florence,FLR,ONTIME,205
617,London,Heathrow,LHR,28/11/2024,10:30,Italy,Florence,FLR,DELAYED,205
618,London,Heathrow,LHR,28/11/2024,12:00,Italy,Florence,FLR,ONTIME,205
619,Italy,Florence,FLR,28/11/2024,09:00,London,Heathrow,LHR,ONTIME,205
620,Italy,Naples,NAP,28/11/2024,07:30,London,Heathrow,LHR,ONTIME,230
621,Italy,Naples,NAP,28/11/2024,10:30,London,Heathrow,LHR,ONTIME,230
622,Italy,Naples,NAP,28/11/2024,19:30,London,Heathrow,LHR,ONTIME,230
623,Italy,Rome,FCO,28/11/2024,18:00,London,Gatwick,LGW,ONTIME,200
624,London,Gatwick,LGW,28/11/2024,06:00,Italy,Milan,MXP,ONTIME,190
625,Italy,Milan,MXP,28/11/2024,07:30,London,Gatwick,LGW,ONTIME,190
626,Italy,Milan,MXP,28/11/2024,12:00,London,Gatwick,LGW,ONTIME,190
627,London,Gatwick,LGW,28/11/2024,06:00,Italy,Venice,VCE,ONTIME,195
628,London,Gatwick,LGW,28/11/2024,18:00,Italy,Venice,VCE,ONTIME,195
629,Italy,Florence,FLR,28/11/2024,07:30,London,Gatwick,LGW,DELAYED,185
630,Italy,Florence,FLR,28/11/2024,15:00,London,Gatwick,LGW,ONTIME,185
631,Italy,Florence,FLR,28/11/2024,21:00,London,Gatwick,LGW,ONTIME,185
632,London,Stansted,STN,28/11/2024,06:00,Italy,Rome,FCO,ONTIME,180
633,London,Stansted,STN,28/11/2024,19:30,Italy,Rome,FCO,ONTIME,180
634,Italy,Rome,FCO,28/11/2024,07:30,London,Stansted,STN,ONTIME,180
635,London,Stansted,STN,28/11/2024,15:00,Italy,Milan,MXP,ONTIME,175
636,Italy,Milan,MXP,28/11/2024,07:30,London,Stansted,STN,ONTIME,175
637,Italy,Milan,MXP,28/11/2024,09:00,London,Stansted,STN,ONTIME,175
638,Italy,Milan,MXP,28/11/2024,18:00,London,Stansted,STN,ONTIME,175
